feature,delta_mcc,delta_f1,delta_acc,mcc,f1,acc
acc_x,0.050771731249223406,0.026036166131430893,0.009933774834437137,0.9492282687507766,0.9739638338685691,0.9900662251655629
acc_y,0.7424244904114505,0.45855539865470174,0.10347682119205293,0.2575755095885494,0.5414446013452983,0.8965231788079471
acc_z,0.049681699252907,0.024857330992098303,0.009933774834437137,0.950318300747093,0.9751426690079017,0.9900662251655629
gyr_x,0.0,0.0,0.0,1.0,1.0,1.0
gyr_y,0.0,0.0,0.0,1.0,1.0,1.0
gyr_z,0.00417451783783318,0.0020916191521670457,0.0008278145695364003,0.9958254821621668,0.997908380847833,0.9991721854304636
