feature,mean_abs_shap
acc_x,0.010930650259251707
acc_y,0.008468683502360363
acc_z,0.0061226449796231465
gyr_x,0.00502724880585447
gyr_y,0.0049942692618060395
gyr_z,0.003953485533056664
