feature,mean_abs_shap
acc_x,0.00786884920808916
acc_y,0.0063088897405577885
acc_z,0.014832228237282833
gyr_x,0.028106372764136724
gyr_y,0.025440780856151833
gyr_z,0.028000553856472835
